Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,SoT%,G/Sh,G/SoT,PK,PKatt,Year,Team,xG,xGA
2013-09-06,21:00,WCQ,First round,Fri,Away,L,0,3,ro Romania,,41405.0,Balázs Dzsudzsák,,Alberto Undiano,Match Report,,,,,,,0,0,2014,Hungary,,
2013-09-10,20:30,WCQ,First round,Tue,Home,W,5,1,ee Estonia,,7741.0,Tamás Hajnal,,Aliaksei Kulbakou,Match Report,,,,,,,0,0,2014,Hungary,,
2013-10-11,20:30,WCQ,First round,Fri,Away,L,1,8,nl Netherlands,,52027.0,Tamás Hajnal,,Martin Atkinson,Match Report,,,,,,,1,1,2014,Hungary,,
2013-10-15,20:00,WCQ,First round,Tue,Home,W,2,0,ad Andorra,,5200.0,Gábor Király,,Daniel Stefański,Match Report,,,,,,,0,0,2014,Hungary,,
2014-03-05,18:00,Friendlies (M),Friendlies (M),Wed,Home,L,1,2,fi Finland,,14000.0,Balázs Dzsudzsák,4-2-3-1,Alexander Harkam,Match Report,,,,,,,0,0,2014,Hungary,,
2014-11-18,20:30,Friendlies (M),Friendlies (M),Tue,Home,L,1,2,ru Russia,,5100.0,Balázs Dzsudzsák,4-2-3-1,Cüneyt Çakιr,Match Report,,,,,,,0,0,2014,Hungary,,
2010-09-03,20:00,UEFA Euro Qualifying,Group stage,Fri,Away,L,0,2,se Sweden,,32304.0,Zoltán Gera,,Martin Atkinson,Match Report,,,,,,,0,0,2012,Hungary,,
2010-09-07,20:30,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,1,md Moldova,,9209.0,Zoltán Gera,,Libor Kovařík,Match Report,,,,,,,0,0,2012,Hungary,,
2010-10-08,19:00,UEFA Euro Qualifying,Group stage,Fri,Home,W,8,0,sm San Marino,,10596.0,Zoltán Gera,,Hannes Kaasik,Match Report,,,,,,,0,0,2012,Hungary,,
2010-10-12,18:30,UEFA Euro Qualifying,Group stage,Tue,Away,W,2,1,fi Finland,,18532.0,Zoltán Gera,,Alan Kelly,Match Report,,,,,,,0,0,2012,Hungary,,
2011-03-25,20:30,UEFA Euro Qualifying,Group stage,Fri,Home,L,0,4,nl Netherlands,,23817.0,Zoltán Gera,,Carlos Velasco,Match Report,,,,,,,0,0,2012,Hungary,,
2011-03-29,20:30,UEFA Euro Qualifying,Group stage,Tue,Away,L,3,5,nl Netherlands,,51774.0,Zoltán Gera,,Svein Oddvar Moen,Match Report,,,,,,,0,0,2012,Hungary,,
2011-06-07,20:30,UEFA Euro Qualifying,Group stage,Tue,Away,W,3,0,sm San Marino,,1915.0,Roland Juhász,,Pavle Radovanović,Match Report,,,,,,,0,0,2012,Hungary,,
2011-09-02,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,2,1,se Sweden,,23500.0,Tamás Hajnal,,Damir Skomina,Match Report,,,,,,,0,0,2012,Hungary,,
2011-09-06,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,2,0,md Moldova,,10500.0,Roland Juhász,,Ivan Bebek,Match Report,,,,,,,0,0,2012,Hungary,,
2011-10-11,20:00,UEFA Euro Qualifying,Group stage,Tue,Home,D,0,0,fi Finland,,25169.0,Roland Juhász,,Alberto Undiano,Match Report,,,,,,,0,0,2012,Hungary,,
2008-09-06,19:45,WCQ,First round,Sat,Home,D,0,0,dk Denmark,,18984.0,Zoltán Gera,,Alain Hamer,Match Report,,,,,,,0,0,2010,Hungary,,
2008-09-10,20:15,WCQ,First round,Wed,Away,L,1,2,se Sweden,,28177.0,Zoltán Gera,,Florian Meyer,Match Report,,,,,,,0,0,2010,Hungary,,
2008-10-11,19:45,WCQ,First round,Sat,Home,W,2,0,al Albania,,18000.0,Tamás Hajnal,,Claudio Circhetta,Match Report,,,,,,,0,0,2010,Hungary,,
2008-10-15,19:30,WCQ,First round,Wed,Away,W,1,0,mt Malta,,4797.0,Zoltán Gera,,Johannes Valgeirsson,Match Report,,,,,,,0,0,2010,Hungary,,
2009-03-28,20:30,WCQ,First round,Sat,Away,W,1,0,al Albania,,12000.0,Tamás Hajnal,,Björn Kuipers,Match Report,,,,,,,0,0,2010,Hungary,,
2009-04-01,19:00,WCQ,First round,Wed,Home,W,3,0,mt Malta,,34400.0,László Bodnár,,Stanislav Sukhina,Match Report,,,,,,,0,0,2010,Hungary,,
2009-09-05,20:00,WCQ,First round,Sat,Home,L,1,2,se Sweden,,40169.0,Zoltán Gera,,Nicola Rizzoli,Match Report,,,,,,,1,1,2010,Hungary,,
2009-09-09,20:45,WCQ,First round,Wed,Home,L,0,1,pt Portugal,,42000.0,Roland Juhász,,Stéphane Lannoy,Match Report,,,,,,,0,0,2010,Hungary,,
2009-10-10,20:45,WCQ,First round,Sat,Away,L,0,3,pt Portugal,,50115.0,Zoltán Gera,,Alain Hamer,Match Report,,,,,,,0,0,2010,Hungary,,
2009-10-14,20:45,WCQ,First round,Wed,Away,W,1,0,dk Denmark,,36956.0,Roland Juhász,,Florian Meyer,Match Report,,,,,,,0,0,2010,Hungary,,
2006-09-02,20:00,UEFA Euro Qualifying,Group stage,Sat,Home,L,1,4,no Norway,,10500.0,Pál Dárdai,,Pieter Vink,Match Report,,,,,,,1,1,2008,Hungary,,
2006-09-06,20:15,UEFA Euro Qualifying,Group stage,Wed,Away,W,3,1,ba Bosnia & Herz'na,,18000.0,Pál Dárdai,,Costas Kapitanis,Match Report,,,,,,,1,1,2008,Hungary,,
2006-10-07,19:45,UEFA Euro Qualifying,Group stage,Sat,Home,L,0,1,tr Türkiye,,9500.0,Pál Dárdai,,Alain Hamer,Match Report,,,,,,,0,0,2008,Hungary,,
2006-10-11,19:15,UEFA Euro Qualifying,Group stage,Wed,Away,L,1,2,mt Malta,,3500.0,Pál Dárdai,,Johny Ver Eecke,Match Report,,,,,,,0,0,2008,Hungary,,
2007-03-28,18:00,UEFA Euro Qualifying,Group stage,Wed,Home,W,2,0,md Moldova,,6200.0,Zoltán Végh,,Martin Ingvarsson,Match Report,,,,,,,0,0,2008,Hungary,,
2007-06-02,21:30,UEFA Euro Qualifying,Group stage,Sat,Away,L,0,2,gr Greece,,16000.0,Zoltán Végh,,Claus Bo Larsen,Match Report,,,,,,,0,0,2008,Hungary,,
2007-06-06,19:00,UEFA Euro Qualifying,Group stage,Wed,Away,L,0,4,no Norway,,19198.0,Zoltán Végh,,Eduardo Iturralde González,Match Report,,,,,,,0,0,2008,Hungary,,
2007-09-08,16:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,1,0,ba Bosnia & Herz'na,,10877.0,Zoltán Gera,,Matteo Trefoloni,Match Report,,,,,,,1,1,2008,Hungary,,
2007-09-12,20:30,UEFA Euro Qualifying,Group stage,Wed,Away,L,0,3,tr Türkiye,,28020.0,Zoltán Gera,,Stuart Dougal,Match Report,,,,,,,0,0,2008,Hungary,,
2007-10-13,16:20,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,0,mt Malta,,6000.0,Zoltán Gera,,Karen Nalbandyan,Match Report,,,,,,,0,0,2008,Hungary,,
2007-11-17,19:00,UEFA Euro Qualifying,Group stage,Sat,Away,L,0,3,md Moldova,,6483.0,Zoltán Gera,,Pavel Královec,Match Report,,,,,,,0,0,2008,Hungary,,
2007-11-21,20:15,UEFA Euro Qualifying,Group stage,Wed,Home,L,1,2,gr Greece,,32300.0,Tamás Hajnal,,Robert Styles,Match Report,,,,,,,0,0,2008,Hungary,,
2004-09-04,20:30,WCQ,First round,Sat,Away,L,0,3,hr Croatia,,20853.0,,,Michael Riley,Match Report,,,,,,,0,0,2006,Hungary,,
2004-09-08,21:15,WCQ,First round,Wed,Home,W,3,2,is Iceland,,5461.0,,,Tom Ovrebo,Match Report,,,,,,,0,0,2006,Hungary,,
2004-10-09,17:00,WCQ,First round,Sat,Away,L,0,3,se Sweden,,32288.0,,,Stuart Dougal,Match Report,,,,,,,0,0,2006,Hungary,,
2004-11-17,19:30,WCQ,First round,Wed,Away,W,2,0,mt Malta,,14500.0,,,Tony Asumaa,Match Report,,,,,,,0,0,2006,Hungary,,
2005-03-30,20:45,WCQ,First round,Wed,Home,D,1,1,bg Bulgaria,,11586.0,,,Jan Wegereef,Match Report,,,,,,,0,0,2006,Hungary,,
2005-06-04,18:05,WCQ,First round,Sat,Away,W,3,2,is Iceland,,4613.0,,,Lucílio Cardoso Cortez Batista,Match Report,,,,,,,0,0,2006,Hungary,,
2005-09-03,20:45,WCQ,First round,Sat,Home,W,4,0,mt Malta,,5900.0,,,Vitaliy Godulyan,Match Report,,,,,,,0,0,2006,Hungary,,
2005-09-07,20:45,WCQ,First round,Wed,Home,L,0,1,se Sweden,,20161.0,,,Stefano Farino,Match Report,,,,,,,0,0,2006,Hungary,,
2005-10-08,18:00,WCQ,First round,Sat,Away,L,0,2,bg Bulgaria,,4652.0,,,Dejan Delevic,Match Report,,,,,,,0,0,2006,Hungary,,
2005-10-12,19:30,WCQ,First round,Wed,Home,D,0,0,hr Croatia,,6979.0,,,Claus Bo Larsen,Match Report,,,,,,,0,0,2006,Hungary,,
2023-03-25,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,3.0,0.0,no Norway,63.0,29214.0,Álvaro Morata,4-3-3,Benoît Bastien,Match Report,,13.0,7.0,53.8,0.23,0.43,0,0,2024,Spain,,
2023-03-28,19:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0.0,2.0,sct Scotland,75.0,47976.0,Rodri,4-3-3,Sandro Schärer,Match Report,,8.0,3.0,37.5,0.0,0.0,0,0,2024,Spain,,
2023-09-08,20:00,UEFA Euro Qualifying,Group stage,Fri,Away,W,7.0,1.0,ge Georgia,72.0,51694.0,Álvaro Morata,4-3-3,Daniel Siebert,Match Report,,33.0,12.0,36.4,0.18,0.5,0,0,2024,Spain,,
2023-09-12,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,6.0,0.0,cy Cyprus,81.0,17311.0,Álvaro Morata,4-3-3,Simone Sozza,Match Report,,28.0,12.0,42.9,0.21,0.5,0,0,2024,Spain,,
2023-10-12,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,2.0,0.0,sct Scotland,74.0,45623.0,Álvaro Morata,4-3-3,Serdar Gözübüyük,Match Report,,18.0,5.0,27.8,0.11,0.4,0,0,2024,Spain,,
2023-10-15,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,1.0,0.0,no Norway,67.0,25885.0,Álvaro Morata,4-3-3,Tobias Stieler,Match Report,,13.0,2.0,15.4,0.08,0.5,0,0,2024,Spain,,
2023-11-16,19:00,UEFA Euro Qualifying,Group stage,Thu,Away,W,3.0,1.0,cy Cyprus,77.0,9667.0,Jesús Navas,4-3-3,Mykola Balakin,Match Report,,14.0,5.0,35.7,0.21,0.6,0,0,2024,Spain,,
2023-11-19,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,3.0,1.0,ge Georgia,76.0,24146.0,Álvaro Morata,4-3-3,Ovidiu Hațegan,Match Report,,20.0,9.0,45.0,0.1,0.22,0,0,2024,Spain,,
2024-03-22,20:30,Friendlies (M),Friendlies (M),Fri,Neutral,L,0.0,1.0,co Colombia,,43267.0,Mikel Oyarzabal,4-2-3-1,Michael Oliver,Match Report,,,,,,,0,0,2024,Spain,,
2024-03-26,21:30,Friendlies (M),Friendlies (M),Tue,Home,D,3.0,3.0,br Brazil,,,Álvaro Morata,4-2-3-1,António Nobre,Match Report,,,,,,,2,2,2024,Spain,,
2024-06-05,21:30,Friendlies (M),Friendlies (M),Wed,Home,W,5.0,0.0,ad Andorra,,14300.0,Álvaro Morata,4-1-4-1,Gustavo Correia,Match Report,,,,,,,0,0,2024,Spain,,
2024-06-08,21:30,Friendlies (M),Friendlies (M),Sat,Home,W,5.0,1.0,nir Northern Ireland,,19200.0,Álvaro Morata,4-1-4-1,Bastien Dechepy,Match Report,,,,,,,0,0,2024,Spain,,
2024-06-15,18:00,UEFA Euro,Group stage,Sat,Home,W,3.0,0.0,hr Croatia,47.0,,Álvaro Morata,4-2-3-1,Michael Oliver,Match Report,,11.0,5.0,45.5,0.27,0.6,0,0,2024,Spain,,
2022-06-02,20:45,UEFA Nations League,League A,Thu,Home,D,1,1,pt Portugal,61.0,41236.0,Sergio Busquets,4-3-3,Michael Oliver,Match Report,,11.0,2.0,18.2,0.09,0.5,0,0,2022-2023,Spain,,
2022-06-05,20:45,UEFA Nations League,League A,Sun,Away,D,2,2,cz Czechia,80.0,18245.0,Koke,4-3-3,François Letexier,Match Report,,13.0,5.0,38.5,0.15,0.4,0,0,2022-2023,Spain,,
2022-06-09,20:45,UEFA Nations League,League A,Thu,Away,W,1,0,ch Switzerland,66.0,25875.0,Sergio Busquets,4-3-3,Serdar Gözübüyük,Match Report,,7.0,3.0,42.9,0.14,0.33,0,0,2022-2023,Spain,,
2022-06-12,20:45,UEFA Nations League,League A,Sun,Home,W,2,0,cz Czechia,76.0,30389.0,Koke,4-3-3,Cüneyt Çakιr,Match Report,,9.0,4.0,44.4,0.22,0.5,0,0,2022-2023,Spain,,
2022-09-24,20:45,UEFA Nations League,League A,Sat,Home,L,1,2,ch Switzerland,75.0,31089.0,Sergio Busquets,4-3-3,Clément Turpin,Match Report,,8.0,4.0,50.0,0.13,0.25,0,0,2022-2023,Spain,,
2022-09-27,19:45,UEFA Nations League,League A,Tue,Away,W,1,0,pt Portugal,68.0,28196.0,Koke,4-3-3,Daniele Orsato,Match Report,,10.0,5.0,50.0,0.1,0.2,0,0,2022-2023,Spain,,
2023-06-15,20:45,UEFA Nations League,Semi-finals,Thu,Neutral,W,2,1,it Italy,62.0,24558.0,Jordi Alba,4-2-3-1,Slavko Vinčič,Match Report,,19.0,7.0,36.8,0.11,0.29,0,0,2022-2023,Spain,,
2023-06-18,20:45,UEFA Nations League,Final,Sun,Neutral,D,0 (5),0 (4),hr Croatia,54.0,41110.0,Jordi Alba,4-2-3-1,Felix Zwayer,Match Report,Spain won on penalty kicks following extra time,21.0,2.0,9.5,0.0,0.0,0,0,2022-2023,Spain,,
2021-03-25,20:45,WCQ,First round,Thu,Home,D,1,1,gr Greece,80.0,,Sergio Ramos,4-3-3,Marco Guida,Match Report,,9.0,2.0,22.2,0.11,0.5,0,0,2022,Spain,,
2021-03-28,20:00,WCQ,First round,Sun,Away,W,2,1,ge Georgia,79.0,,Sergio Busquets,4-3-3,Radu Petrescu,Match Report,,9.0,3.0,33.3,0.22,0.67,0,0,2022,Spain,,
2021-03-31,20:45,WCQ,First round,Wed,Home,W,3,1,xk Kosovo,81.0,,Sergio Busquets,4-3-3,Jakob Kehlet,Match Report,,24.0,11.0,45.8,0.13,0.27,0,0,2022,Spain,,
2021-09-02,20:45,WCQ,First round,Thu,Away,L,1,2,se Sweden,75.0,16901.0,Sergio Busquets,4-3-3,Anthony Taylor,Match Report,,12.0,4.0,33.3,0.08,0.25,0,0,2022,Spain,,
2021-09-05,20:45,WCQ,First round,Sun,Home,W,4,0,ge Georgia,75.0,8444.0,César Azpilicueta,4-3-3,Tiago Martins,Match Report,,14.0,8.0,57.1,0.29,0.5,0,0,2022,Spain,,
2021-09-08,20:45,WCQ,First round,Wed,Away,W,2,0,xk Kosovo,73.0,1200.0,Sergio Busquets,4-3-3,Bobby Madden,Match Report,,19.0,4.0,21.1,0.11,0.5,0,0,2022,Spain,,
2021-11-11,21:45,WCQ,First round,Thu,Away,W,1,0,gr Greece,73.0,7825.0,Koke,4-3-3,Szymon Marciniak,Match Report,,12.0,3.0,25.0,0.0,0.0,1,1,2022,Spain,,
2021-11-14,20:45,WCQ,First round,Sun,Home,W,1,0,se Sweden,72.0,51844.0,Sergio Busquets,4-3-3,Felix Brych,Match Report,,12.0,4.0,33.3,0.08,0.25,0,0,2022,Spain,,
2022-03-26,19:45,Friendlies (M),Friendlies (M),Sat,Neutral,W,2,1,al Albania,,,Álvaro Morata,4-3-3,Trustin Farrugia Cann,Match Report,,,,,,,0,0,2022,Spain,,
2022-03-29,20:45,Friendlies (M),Friendlies (M),Tue,Neutral,W,5,0,is Iceland,,34600.0,Jordi Alba,4-3-3,Horațiu Fesnic,Match Report,,,,,,,1,1,2022,Spain,,
2022-11-23,19:00,World Cup,Group stage,Wed,Neutral,W,7,0,cr Costa Rica,81.0,40013.0,Sergio Busquets,4-3-3,Mohammed Abdulla Hassan,Match Report,,16.0,7.0,43.8,0.38,0.86,1,1,2022,Spain,3.5,0.0
2022-11-27,22:00,World Cup,Group stage,Sun,Neutral,D,1,1,de Germany,64.0,68895.0,Sergio Busquets,4-3-3,Danny Makkelie,Match Report,,7.0,3.0,42.9,0.14,0.33,0,0,2022,Spain,0.6,1.3
2022-12-01,22:00,World Cup,Group stage,Thu,Neutral,L,1,2,jp Japan,82.0,44851.0,Sergio Busquets,4-3-3,Victor Gomes,Match Report,,12.0,5.0,41.7,0.08,0.2,0,0,2022,Spain,1.0,1.4
2022-12-06,18:00,World Cup,Round of 16,Tue,Neutral,D,0 (0),0 (3),ma Morocco,76.0,44667.0,Sergio Busquets,4-3-3,Fernando Rapallini,Match Report,Morocco won on penalty kicks following extra time,13.0,1.0,7.7,0.0,0.0,0,0,2022,Spain,1.0,0.7
2019-03-23,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,no Norway,75.0,39752.0,Sergio Ramos,4-3-3,Andris Treimanis,Match Report,,26.0,11.0,42.3,0.04,0.09,1,1,2021,Spain,,
2019-03-26,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,2,0,mt Malta,84.0,16542.0,Sergio Ramos,4-3-3,Andrew Dallas,Match Report,,24.0,7.0,29.2,0.08,0.29,0,0,2021,Spain,,
2019-06-07,19:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,1,fo Faroe Islands,77.0,3226.0,Sergio Ramos,4-3-3,Enea Jorgji,Match Report,,22.0,12.0,54.5,0.14,0.25,0,0,2021,Spain,,
2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,3,0,se Sweden,74.0,72205.0,Sergio Ramos,4-3-3,William Collum,Match Report,,23.0,7.0,30.4,0.04,0.14,2,2,2021,Spain,,
2019-09-05,21:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,2,1,ro Romania,74.0,50024.0,Sergio Ramos,4-3-3,Deniz Aytekin,Match Report,,21.0,10.0,47.6,0.05,0.1,1,1,2021,Spain,,
2019-09-08,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,4,0,fo Faroe Islands,71.0,23644.0,Sergio Ramos,4-3-3,Krzysztof Jakubik,Match Report,,30.0,9.0,30.0,0.13,0.44,0,0,2021,Spain,,
2019-10-12,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,D,1,1,no Norway,62.0,25200.0,Sergio Ramos,4-3-3,Michael Oliver,Match Report,,12.0,3.0,25.0,0.08,0.33,0,0,2021,Spain,,
2019-10-15,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,D,1,1,se Sweden,75.0,49712.0,Raúl Albiol,4-4-2◆,Clément Turpin,Match Report,,15.0,6.0,40.0,0.07,0.17,0,0,2021,Spain,,
2019-11-15,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,7,0,mt Malta,80.0,19773.0,Sergio Ramos,4-3-3,Viktor Kassai,Match Report,,32.0,15.0,46.9,0.22,0.47,0,0,2021,Spain,,
2019-11-18,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,5,0,ro Romania,74.0,36198.0,Sergio Ramos,4-3-3,Aliaksei Kulbakou,Match Report,,21.0,6.0,28.6,0.19,0.67,0,0,2021,Spain,,
2021-06-04,19:30,Friendlies (M),Friendlies (M),Fri,Home,D,0,0,pt Portugal,,,Sergio Busquets,4-1-4-1,Craig Pawson,Match Report,,,,,,,0,0,2021,Spain,,
2021-06-08,20:45,Friendlies (M),Friendlies (M),Tue,Home,W,4,0,lt Lithuania,,,Marc Cucurella,4-1-4-1,Willy Delajod,Match Report,,,,,,,0,1,2021,Spain,,
2021-06-14,21:00,UEFA Euro,Group stage,Mon,Neutral,D,0,0,se Sweden,84.0,10559.0,Jordi Alba,4-3-3,Slavko Vinčič,Match Report,,17.0,5.0,29.4,0.0,0.0,0,0,2021,Spain,2.3,1.2
2021-06-19,21:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,pl Poland,76.0,11742.0,Jordi Alba,4-3-3,Daniele Orsato,Match Report,,11.0,5.0,45.5,0.09,0.2,0,1,2021,Spain,2.9,1.3
2021-06-23,18:00,UEFA Euro,Group stage,Wed,Neutral,W,5,0,sk Slovakia,65.0,11204.0,Sergio Busquets,4-3-3,Björn Kuipers,Match Report,,18.0,8.0,44.4,0.17,0.38,0,1,2021,Spain,3.4,0.1
2021-06-28,18:00,UEFA Euro,Round of 16,Mon,Neutral,W,5,3,hr Croatia,66.0,22771.0,Sergio Busquets,4-3-3,Cüneyt Çakιr,Match Report,Required Extra Time,23.0,10.0,43.5,0.22,0.5,0,0,2021,Spain,3.6,3.2
2021-07-02,19:00,UEFA Euro,Quarter-finals,Fri,Away,D,1 (3),1 (1),ch Switzerland,72.0,24764.0,Sergio Busquets,4-3-3,Michael Oliver,Match Report,Spain won on penalty kicks following extra time,28.0,10.0,35.7,0.0,0.0,0,0,2021,Spain,2.9,0.8
2021-07-06,20:00,UEFA Euro,Semi-finals,Tue,Away,D,1 (2),1 (4),it Italy,69.0,57811.0,Sergio Busquets,4-3-3,Felix Brych,Match Report,Italy won on penalty kicks following extra time,16.0,4.0,25.0,0.06,0.25,0,0,2021,Spain,1.5,0.8
2020-09-03,20:45,UEFA Nations League,League A,Thu,Away,D,1,1,de Germany,59.0,,Sergio Ramos,4-3-3,Daniele Orsato,Match Report,,12.0,5.0,41.7,0.08,0.2,0,0,2020-2021,Spain,,
2020-09-06,20:45,UEFA Nations League,League A,Sun,Home,W,4,0,ua Ukraine,70.0,,Sergio Ramos,4-4-2,Benoît Bastien,Match Report,,25.0,10.0,40.0,0.12,0.3,1,1,2020-2021,Spain,,
2020-10-10,20:45,UEFA Nations League,League A,Sat,Home,W,1,0,ch Switzerland,60.0,,Sergio Ramos,4-3-3,Ali Palabıyık,Match Report,,12.0,2.0,16.7,0.08,0.5,0,0,2020-2021,Spain,,
2020-10-13,21:45,UEFA Nations League,League A,Tue,Away,L,0,1,ua Ukraine,72.0,10495.0,Sergio Ramos,4-3-3,Paweł Gil,Match Report,,21.0,8.0,38.1,0.0,0.0,0,0,2020-2021,Spain,,
2020-11-14,20:45,UEFA Nations League,League A,Sat,Away,D,1,1,ch Switzerland,71.0,,Sergio Ramos,4-2-3-1,William Collum,Match Report,,20.0,7.0,35.0,0.05,0.14,0,2,2020-2021,Spain,,
2020-11-17,20:45,UEFA Nations League,League A,Tue,Home,W,6,0,de Germany,70.0,,Sergio Ramos,4-2-3-1,Andreas Ekberg,Match Report,,23.0,10.0,43.5,0.26,0.6,0,0,2020-2021,Spain,,
2021-10-06,20:45,UEFA Nations League,Semi-finals,Wed,Neutral,W,2,1,it Italy,75.0,33524.0,Sergio Busquets,4-3-3,Sergey Karasev,Match Report,,0.0,0.0,,,,0,0,2020-2021,Spain,,
2021-10-10,20:45,UEFA Nations League,Final,Sun,Neutral,L,1,2,fr France,64.0,31511.0,Sergio Busquets,4-3-3,Anthony Taylor,Match Report,,0.0,0.0,,,,0,0,2020-2021,Spain,,
2018-09-08,19:45,UEFA Nations League,League A,Sat,Away,W,2,1,eng England,,81392.0,Sergio Ramos,4-3-3,Jochem Kamphuis,Match Report,,,,,,,0,0,2018-2019,Spain,,
2018-09-11,20:45,UEFA Nations League,League A,Tue,Home,W,6,0,hr Croatia,,26900.0,Sergio Ramos,4-3-3,Benoît Bastien,Match Report,,,,,,,0,0,2018-2019,Spain,,
2018-10-15,20:45,UEFA Nations League,League A,Mon,Home,L,2,3,eng England,,50355.0,Sergio Ramos,4-3-3,Zbigniew Dobrynin,Match Report,,,,,,,0,0,2018-2019,Spain,,
2018-11-15,20:45,UEFA Nations League,League A,Thu,Away,L,2,3,hr Croatia,,33018.0,Sergio Ramos,4-3-3,Aliaksei Kulbakou,Match Report,,,,,,,1,1,2018-2019,Spain,,
2016-09-05,20:45,WCQ,First round,Mon,Home,W,8,0,li Liechtenstein,,12139.0,Sergio Ramos,4-2-3-1,Lee Evans,Match Report,,,,,,,0,0,2018,Spain,,
2016-10-06,20:45,WCQ,First round,Thu,Away,D,1,1,it Italy,,41000.0,Sergio Ramos,4-3-3,Felix Brych,Match Report,,,,,,,0,0,2018,Spain,,
2016-10-09,20:45,WCQ,First round,Sun,Away,W,2,0,al Albania,,15245.0,Sergio Ramos,4-4-1-1,Bas Nijhuis,Match Report,,,,,,,0,0,2018,Spain,,
2016-11-12,20:45,WCQ,First round,Sat,Home,W,4,0,mk N. Macedonia,,16622.0,David Silva,4-5-1,Robert Schörgenhofer,Match Report,,,,,,,0,0,2018,Spain,,
2017-03-24,20:45,WCQ,First round,Fri,Home,W,4,1,il Israel,,20321.0,Sergio Ramos,4-2-3-1,Michael Oliver,Match Report,,,,,,,0,0,2018,Spain,,
2017-06-11,20:45,WCQ,First round,Sun,Away,W,2,1,mk N. Macedonia,,20675.0,Andrés Iniesta,4-1-4-1,Paweł Gil,Match Report,,,,,,,0,0,2018,Spain,,
2017-09-02,20:45,WCQ,First round,Sat,Home,W,3,0,it Italy,,73628.0,Sergio Ramos,4-3-3,Björn Kuipers,Match Report,,,,,,,0,0,2018,Spain,,
2017-09-05,20:45,WCQ,First round,Tue,Away,W,8,0,li Liechtenstein,,5864.0,Sergio Ramos,3-4-3◆,Ivaylo Stoyanov,Match Report,,,,,,,0,0,2018,Spain,,
2017-10-06,20:45,WCQ,First round,Fri,Home,W,3,0,al Albania,,25397.0,Sergio Ramos,4-3-3,Aleksey Eskov,Match Report,,,,,,,0,0,2018,Spain,,
2017-10-09,21:45,WCQ,First round,Mon,Away,W,1,0,il Israel,,28700.0,Sergio Ramos,4-2-3-1,Craig Thomson,Match Report,,,,,,,0,0,2018,Spain,,
2018-03-23,20:45,Friendlies (M),Friendlies (M),Fri,Away,D,1,1,de Germany,,50653.0,Sergio Ramos,4-3-3,William Collum,Match Report,,,,,,,0,0,2018,Spain,,
2018-03-27,21:30,Friendlies (M),Friendlies (M),Tue,Home,W,6,1,ar Argentina,,65541.0,Sergio Ramos,4-3-3,Anthony Taylor,Match Report,,,,,,,0,0,2018,Spain,,
2018-06-03,21:00,Friendlies (M),Friendlies (M),Sun,Home,D,1,1,ch Switzerland,,18350.0,Andrés Iniesta,4-1-4-1,István Kovács,Match Report,,,,,,,0,0,2018,Spain,,
2018-06-09,21:45,Friendlies (M),Friendlies (M),Sat,Home,W,1,0,tn Tunisia,,33116.0,Sergio Ramos,4-1-4-1,Bas Nijhuis,Match Report,,,,,,,0,0,2018,Spain,,
2018-06-15,21:00,World Cup,Group stage,Fri,Neutral,D,3,3,pt Portugal,66.0,43866.0,Sergio Ramos,4-3-3,Gianluca Rocchi,Match Report,,13.0,6.0,46.2,0.23,0.5,0,0,2018,Spain,1.6,1.2
2018-06-20,21:00,World Cup,Group stage,Wed,Neutral,W,1,0,ir IR Iran,77.0,42718.0,Sergio Ramos,4-1-4-1,Andrés Cunha,Match Report,,18.0,3.0,16.7,0.06,0.33,0,0,2018,Spain,1.9,0.7
2018-06-25,20:00,World Cup,Group stage,Mon,Neutral,D,2,2,ma Morocco,75.0,33973.0,Sergio Ramos,4-3-3,Ravshan Irmatov,Match Report,,18.0,4.0,22.2,0.11,0.5,0,0,2018,Spain,2.9,1.1
