Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,SoT%,G/Sh,G/SoT,PK,PKatt,Year,Team,xG,xGA
2006-09-02,20:15,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,wls Wales,,16204.0,Tomáš Rosický,,Jonas Eriksson,Match Report,,,,,,,0,0,2008,Czechia,,
2006-09-06,20:15,UEFA Euro Qualifying,Group stage,Wed,Away,W,3,0,sk Slovakia,,27683.0,Tomáš Rosický,,Stephen Bennett,Match Report,,,,,,,0,0,2008,Czechia,,
2006-10-07,17:15,UEFA Euro Qualifying,Group stage,Sat,Home,W,7,0,sm San Marino,,9514.0,Tomáš Rosický,,Vusal Aliyev,Match Report,,,,,,,0,0,2008,Czechia,,
2006-10-11,19:30,UEFA Euro Qualifying,Group stage,Wed,Away,D,1,1,ie Rep. of Ireland,,35500.0,Tomáš Rosický,,Bertrand Layec,Match Report,,,,,,,0,0,2008,Czechia,,
2007-03-24,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,L,1,2,de Germany,,17821.0,Tomáš Rosický,,Roberto Rosetti,Match Report,,,,,,,0,0,2008,Czechia,,
2007-03-28,17:25,UEFA Euro Qualifying,Group stage,Wed,Home,W,1,0,cy Cyprus,,9310.0,Tomáš Rosický,,Ivan Bebek,Match Report,,,,,,,0,0,2008,Czechia,,
2007-06-02,15:00,UEFA Euro Qualifying,Group stage,Sat,Away,D,0,0,wls Wales,,30714.0,Tomáš Rosický,,Paul Allaerts,Match Report,,,,,,,0,0,2008,Czechia,,
2007-09-08,20:15,UEFA Euro Qualifying,Group stage,Sat,Away,W,3,0,sm San Marino,,3412.0,Tomáš Rosický,,Dejan Filipovic,Match Report,,,,,,,0,0,2008,Czechia,,
2007-09-12,20:30,UEFA Euro Qualifying,Group stage,Wed,Home,W,1,0,ie Rep. of Ireland,,16648.0,Tomáš Rosický,,Kyros Vassaras,Match Report,,,,,,,0,0,2008,Czechia,,
2007-10-17,20:45,UEFA Euro Qualifying,Group stage,Wed,Away,W,3,0,de Germany,,66600.0,Petr Čech,,Howard Webb,Match Report,,,,,,,0,0,2008,Czechia,,
2007-11-17,20:30,UEFA Euro Qualifying,Group stage,Sat,Home,W,3,1,sk Slovakia,,15681.0,Tomáš Rosický,,Tony Asumaa,Match Report,,,,,,,0,0,2008,Czechia,,
2007-11-21,18:30,UEFA Euro Qualifying,Group stage,Wed,Away,W,2,0,cy Cyprus,,8000.0,David Rozehnal,,Levan Paniashvili,Match Report,,,,,,,0,0,2008,Czechia,,
2008-06-07,18:00,UEFA Euro,Group stage,Sat,Away,W,1,0,ch Switzerland,,39730.0,Tomáš Ujfaluši,4-5-1,Roberto Rosetti,Match Report,,,,,,,0,0,2008,Czechia,,
2008-06-11,18:00,UEFA Euro,Group stage,Wed,Home,L,1,3,pt Portugal,,29016.0,Tomáš Ujfaluši,4-1-4-1,Kyros Vassaras,Match Report,,,,,,,0,0,2008,Czechia,,
2008-06-15,20:45,UEFA Euro,Group stage,Sun,Away,L,2,3,tr Türkiye,,29016.0,Tomáš Ujfaluši,4-4-1-1,Peter Frojdfeldt,Match Report,,,,,,,0,0,2008,Czechia,,
2004-09-08,20:30,WCQ,First round,Wed,Away,L,0,2,nl Netherlands,,48488.0,,,Markus Merk,Match Report,,,,,,,0,0,2006,Czechia,,
2004-10-09,17:00,WCQ,First round,Sat,Home,W,1,0,ro Romania,,16028.0,,,Roberto Rosetti,Match Report,,,,,,,0,0,2006,Czechia,,
2004-10-13,20:20,WCQ,First round,Wed,Away,W,3,0,am Armenia,,3205.0,,,Jacek Granat,Match Report,,,,,,,0,0,2006,Czechia,,
2004-11-17,17:30,WCQ,First round,Wed,Away,W,2,0,mk N. Macedonia,,7000.0,,,Urs Meier,Match Report,,,,,,,0,0,2006,Czechia,,
2005-03-26,17:00,WCQ,First round,Sat,Home,W,4,3,fi Finland,,16200.0,,,Claus Bo Larsen,Match Report,,,,,,,0,0,2006,Czechia,,
2005-03-30,16:50,WCQ,First round,Wed,Away,W,4,0,ad Andorra,,900.0,,,Stefan Messner,Match Report,,,,,,,2,2,2006,Czechia,,
2005-06-04,17:00,WCQ,First round,Sat,Home,W,8,1,ad Andorra,,9520.0,,,Selçuk Dereli,Match Report,,,,,,,0,0,2006,Czechia,,
2005-06-08,17:00,WCQ,First round,Wed,Home,W,6,1,mk N. Macedonia,,14150.0,,,Arturo Ibanez Dauden,Match Report,,,,,,,0,0,2006,Czechia,,
2005-09-03,21:00,WCQ,First round,Sat,Away,L,0,2,ro Romania,,7000.0,,,Terje Hauge,Match Report,,,,,,,0,0,2006,Czechia,,
2005-09-07,17:30,WCQ,First round,Wed,Home,W,4,1,am Armenia,,12015.0,,,Martin Hansson,Match Report,,,,,,,0,0,2006,Czechia,,
2005-10-08,20:30,WCQ,First round,Sat,Home,L,0,2,nl Netherlands,,17478.0,,,Alain Sars,Match Report,,,,,,,0,0,2006,Czechia,,
2005-10-12,18:30,WCQ,First round,Wed,Away,W,3,0,fi Finland,,11234.0,,,Manuel Mejuto,Match Report,,,,,,,0,0,2006,Czechia,,
2005-11-12,19:30,WCQ,Second round,Sat,Away,W,1,0,no Norway,,24264.0,,,Massimo Busacca,Match Report,Leg 1 of 2,,,,,,0,0,2006,Czechia,,
2005-11-16,20:15,WCQ,Second round,Wed,Home,W,1,0,no Norway,,17464.0,,,Graham Poll,Match Report,Leg 2 of 2; Czechia won,,,,,,0,0,2006,Czechia,,
2006-06-12,18:00,World Cup,Group stage,Mon,Neutral,W,3,0,us United States,,52000.0,,4-5-1,,Match Report,,,,,,,0,0,2006,Czechia,,
2006-06-17,18:00,World Cup,Group stage,Sat,Neutral,L,0,2,gh Ghana,,45000.0,,4-1-4-1,,Match Report,,,,,,,0,0,2006,Czechia,,
2006-06-22,16:00,World Cup,Group stage,Thu,Neutral,L,0,2,it Italy,,50000.0,,4-4-1-1,,Match Report,,,,,,,0,0,2006,Czechia,,
2004-06-15,17:00,UEFA Euro,Group stage,Tue,Home,W,2,1,lv Latvia,,21744.0,Pavel Nedvěd,4-1-2-1-2◆,Gilles Veissière,Match Report,,,,,,,0,0,2004,Czechia,,
2004-06-19,19:45,UEFA Euro,Group stage,Sat,Away,W,3,2,nl Netherlands,,29935.0,Pavel Nedvěd,4-1-2-1-2◆,Manuel Mejuto,Match Report,,,,,,,0,0,2004,Czechia,,
2004-06-23,19:45,UEFA Euro,Group stage,Wed,Away,W,2,1,de Germany,,46849.0,Tomáš Galásek,4-1-2-1-2◆,Terje Hauge,Match Report,,,,,,,0,0,2004,Czechia,,
2004-06-27,19:45,UEFA Euro,Quarter-finals,Sun,Home,W,3,0,dk Denmark,,41092.0,Pavel Nedvěd,4-1-2-1-2◆,Valentin Ivanov,Match Report,,,,,,,0,0,2004,Czechia,,
2004-07-01,19:45,UEFA Euro,Semi-finals,Thu,Away,L,0,1,gr Greece,,42449.0,Pavel Nedvěd,4-1-2-1-2◆,Pierluigi Collina,Match Report,Required Extra Time,,,,,,0,0,2004,Czechia,,
2023-03-26,17:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,0.0,2.0,eng England,42.0,83947.0,Oleksandr Zinchenko,4-2-3-1,Serdar Gözübüyük,Match Report,,3.0,0.0,0.0,0.0,,0,0,2024,Ukraine,,
2023-06-16,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,3.0,2.0,mk N. Macedonia,52.0,14370.0,Andriy Yarmolenko,4-4-2,Lukas Fähndrich,Match Report,,6.0,3.0,50.0,0.5,1.0,0,0,2024,Ukraine,,
2023-06-19,18:00,UEFA Euro Qualifying,Group stage,Mon,Home,W,1.0,0.0,mt Malta,64.0,7543.0,Andriy Yarmolenko,4-2-3-1,Ruddy Buquet,Match Report,,19.0,8.0,42.1,0.0,0.0,1,2,2024,Ukraine,,
2023-09-09,19:00,UEFA Euro Qualifying,Group stage,Sat,Home,D,1.0,1.0,eng England,32.0,39000.0,Taras Stepanenko,4-2-3-1,Georgi Kabakov,Match Report,,2.0,1.0,50.0,0.5,1.0,0,0,2024,Ukraine,,
2023-09-12,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,1.0,2.0,it Italy,36.0,58386.0,Andriy Yarmolenko,4-2-3-1,Alejandro Hernández,Match Report,,9.0,3.0,33.3,0.11,0.33,0,0,2024,Ukraine,,
2023-10-14,16:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,2.0,0.0,mk N. Macedonia,45.0,12939.0,Taras Stepanenko,4-2-3-1,Slavko Vinčič,Match Report,,18.0,7.0,38.9,0.11,0.29,0,0,2024,Ukraine,,
2023-10-17,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,3.0,1.0,mt Malta,66.0,3547.0,Oleksandr Zinchenko,4-2-3-1,Morten Krogh,Match Report,,16.0,6.0,37.5,0.06,0.17,1,1,2024,Ukraine,,
2023-11-20,21:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,0.0,0.0,it Italy,42.0,26403.0,Taras Stepanenko,4-1-4-1,Jesús Gil,Match Report,,7.0,4.0,57.1,0.0,0.0,0,0,2024,Ukraine,,
2024-03-21,20:45,UEFA Euro Qualifying,Semi-finals,Thu,Away,W,2.0,1.0,ba Bosnia & Herz'na,66.0,,Oleksandr Zinchenko,4-2-3-1,Felix Zwayer,Match Report,,12.0,4.0,33.3,0.17,0.5,0,0,2024,Ukraine,,
2024-03-26,20:45,UEFA Euro Qualifying,Finals,Tue,Home,W,2.0,1.0,is Iceland,60.0,,Mykola Matviyenko,4-3-3,Clément Turpin,Match Report,,13.0,5.0,38.5,0.15,0.4,0,0,2024,Ukraine,,
2024-06-03,20:45,Friendlies (M),Friendlies (M),Mon,Away,D,0.0,0.0,de Germany,,42789.0,Taras Stepanenko,5-4-1,Walter Altmann,Match Report,,,,,,,0,0,2024,Ukraine,,
2024-06-07,20:45,Friendlies (M),Friendlies (M),Fri,Away,L,1.0,3.0,pl Poland,,47013.0,Andriy Yarmolenko,4-1-4-1,Andy Madley,Match Report,,,,,,,0,0,2024,Ukraine,,
2024-06-11,19:00,Friendlies (M),Friendlies (M),Tue,Away,W,4.0,0.0,md Moldova,,8247.0,Taras Stepanenko,4-2-2-2,Andrei Chivulete,Match Report,,,,,,,0,0,2024,Ukraine,,
2022-06-08,19:45,UEFA Nations League,League B,Wed,Away,W,1,0,ie Rep. of Ireland,55.0,40111.0,Serhiy Sydorchuk,3-4-3,Filip Glova,Match Report,,14.0,4.0,28.6,0.07,0.25,0,0,2022-2023,Ukraine,,
2022-06-11,16:00,UEFA Nations League,League B,Sat,Home,W,3,0,am Armenia,73.0,12503.0,Andriy Pyatov,4-3-3,Daniel Stefański,Match Report,,14.0,8.0,57.1,0.21,0.38,0,0,2022-2023,Ukraine,,
2022-06-14,21:45,UEFA Nations League,League B,Tue,Home,D,1,1,ie Rep. of Ireland,62.0,10641.0,Andriy Yarmolenko,4-3-3,Ali Palabıyık,Match Report,,9.0,3.0,33.3,0.11,0.33,0,0,2022-2023,Ukraine,,
2022-09-21,19:45,UEFA Nations League,League B,Wed,Away,L,0,3,sct Scotland,51.0,42846.0,Andriy Yarmolenko,4-1-4-1,Maurizio Mariani,Match Report,,3.0,0.0,0.0,0.0,,0,0,2022-2023,Ukraine,,
2022-09-24,17:00,UEFA Nations League,League B,Sat,Away,W,5,0,am Armenia,64.0,7200.0,Serhiy Sydorchuk,3-4-3,João Pinheiro,Match Report,,16.0,7.0,43.8,0.31,0.71,0,0,2022-2023,Ukraine,,
2022-09-27,21:45,UEFA Nations League,League B,Tue,Home,D,0,0,sct Scotland,54.0,13534.0,Andriy Yarmolenko,3-4-3,Anastasios Sidiropoulos,Match Report,,12.0,3.0,25.0,0.0,0.0,0,0,2022-2023,Ukraine,,
2021-03-24,20:45,WCQ,First round,Wed,Away,D,1,1,fr France,37.0,,Oleksandr Zinchenko,4-1-4-1,Tobias Stieler,Match Report,,3.0,0.0,0.0,0.33,,0,0,2022,Ukraine,,
2021-03-28,21:45,WCQ,First round,Sun,Home,D,1,1,fi Finland,61.0,,Oleksandr Zinchenko,4-1-4-1,István Kovács,Match Report,,18.0,4.0,22.2,0.06,0.25,0,0,2022,Ukraine,,
2021-03-31,21:45,WCQ,First round,Wed,Home,D,1,1,kz Kazakhstan,71.0,,Oleksandr Zinchenko,3-3-2-2,Matej Jug,Match Report,,28.0,10.0,35.7,0.04,0.1,0,0,2022,Ukraine,,
2021-09-01,20:00,WCQ,First round,Wed,Away,D,2,2,kz Kazakhstan,59.0,6274.0,Andriy Yarmolenko,4-4-2,Donatas Rumšas,Match Report,,25.0,9.0,36.0,0.08,0.22,0,0,2022,Ukraine,,
2021-09-04,21:45,WCQ,First round,Sat,Home,D,1,1,fr France,39.0,48000.0,Andriy Pyatov,3-4-3,Slavko Vinčič,Match Report,,8.0,3.0,37.5,0.13,0.33,0,0,2022,Ukraine,,
2021-10-09,19:00,WCQ,First round,Sat,Away,W,2,1,fi Finland,45.0,29485.0,Andriy Pyatov,3-4-3,Jesús Gil,Match Report,,16.0,5.0,31.3,0.13,0.4,0,0,2022,Ukraine,,
2021-10-12,21:45,WCQ,First round,Tue,Home,D,1,1,ba Bosnia & Herz'na,56.0,23810.0,Andriy Pyatov,3-4-3,Felix Zwayer,Match Report,,10.0,2.0,20.0,0.1,0.5,0,0,2022,Ukraine,,
2021-11-16,20:45,WCQ,First round,Tue,Away,W,2,0,ba Bosnia & Herz'na,57.0,3370.0,Andriy Yarmolenko,3-4-3,Antonio Matéu Lahoz,Match Report,,15.0,5.0,33.3,0.13,0.4,0,0,2022,Ukraine,,
2022-06-01,19:45,WCQ,Semi-finals,Wed,Away,W,3,1,sct Scotland,58.0,49772.0,Andriy Yarmolenko,4-1-4-1,Danny Makkelie,Match Report,,15.0,8.0,53.3,0.2,0.38,0,0,2022,Ukraine,,
2022-06-05,17:00,WCQ,Finals,Sun,Away,L,0,1,wls Wales,,32660.0,Andriy Yarmolenko,4-1-4-1,Antonio Matéu Lahoz,Match Report,,0.0,0.0,,,,0,0,2022,Ukraine,,
2019-03-22,19:45,UEFA Euro Qualifying,Group stage,Fri,Away,D,0,0,pt Portugal,41.0,58355.0,Andriy Pyatov,4-1-4-1,Clément Turpin,Match Report,,6.0,1.0,16.7,0.0,0.0,0,0,2021,Ukraine,,
2019-03-25,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,2,1,lu Luxembourg,62.0,4653.0,Andriy Pyatov,4-1-4-1,Mattias Gestranius,Match Report,,14.0,3.0,21.4,0.07,0.33,0,0,2021,Ukraine,,
2019-06-07,21:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,5,0,rs Serbia,58.0,35000.0,Andriy Pyatov,4-2-3-1,Antonio Matéu Lahoz,Match Report,,21.0,9.0,42.9,0.24,0.56,0,0,2021,Ukraine,,
2019-06-10,21:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,1,0,lu Luxembourg,57.0,34700.0,Andriy Pyatov,4-2-3-1,Peter Kráľovič,Match Report,,16.0,7.0,43.8,0.06,0.14,0,0,2021,Ukraine,,
2019-09-07,19:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,3,0,lt Lithuania,69.0,5067.0,Andriy Pyatov,4-3-3,Irfan Peljto,Match Report,,18.0,8.0,44.4,0.17,0.38,0,0,2021,Ukraine,,
2019-10-11,21:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,2,0,lt Lithuania,68.0,32500.0,Andriy Pyatov,4-1-4-1,Harald Lechner,Match Report,,16.0,4.0,25.0,0.13,0.5,0,0,2021,Ukraine,,
2019-10-14,21:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,2,1,pt Portugal,41.0,65883.0,Andriy Pyatov,4-3-3,Anthony Taylor,Match Report,,5.0,4.0,80.0,0.4,0.5,0,0,2021,Ukraine,,
2019-11-17,15:00,UEFA Euro Qualifying,Group stage,Sun,Away,D,2,2,rs Serbia,47.0,4457.0,Andriy Pyatov,4-1-4-1,Bobby Madden,Match Report,,13.0,5.0,38.5,0.15,0.4,0,0,2021,Ukraine,,
2021-05-23,21:00,Friendlies (M),Friendlies (M),Sun,Home,D,1,1,bh Bahrain,,19000.0,Taras Stepanenko,4-1-4-1,Pavel Orel,Match Report,,,,,,,0,0,2021,Ukraine,,
2021-06-03,21:00,Friendlies (M),Friendlies (M),Thu,Home,W,1,0,nir Northern Ireland,,,Andriy Yarmolenko,4-1-4-1,Szymon Marciniak,Match Report,,,,,,,0,0,2021,Ukraine,,
2021-06-07,19:00,Friendlies (M),Friendlies (M),Mon,Home,W,4,0,cy Cyprus,,,Andriy Pyatov,4-1-4-1,Vitālijs Spasjoņņikovs,Match Report,,,,,,,2,2,2021,Ukraine,,
2021-06-13,21:00,UEFA Euro,Group stage,Sun,Neutral,L,2,3,nl Netherlands,38.0,15837.0,Andriy Yarmolenko,4-3-3,Felix Brych,Match Report,,7.0,5.0,71.4,0.29,0.4,0,0,2021,Ukraine,0.5,1.5
2021-06-17,16:00,UEFA Euro,Group stage,Thu,Neutral,W,2,1,mk N. Macedonia,52.0,10001.0,Andriy Yarmolenko,4-3-3,Fernando Rapallini,Match Report,,16.0,7.0,43.8,0.13,0.29,0,1,2021,Ukraine,3.4,1.3
2021-06-21,19:00,UEFA Euro,Group stage,Mon,Neutral,L,0,1,at Austria,50.0,10472.0,Andriy Yarmolenko,4-3-3,Cüneyt Çakιr,Match Report,,5.0,1.0,20.0,0.0,0.0,0,0,2021,Ukraine,0.3,1.6
2021-06-29,20:00,UEFA Euro,Round of 16,Tue,Neutral,W,2,1,se Sweden,54.0,9221.0,Andriy Yarmolenko,3-5-2,Daniele Orsato,Match Report,Required Extra Time,15.0,4.0,26.7,0.13,0.5,0,0,2021,Ukraine,1.8,1.2
2021-07-03,21:00,UEFA Euro,Quarter-finals,Sat,Home,L,0,4,eng England,48.0,11880.0,Andriy Yarmolenko,3-5-2,Felix Brych,Match Report,,7.0,2.0,28.6,0.0,0.0,0,0,2021,Ukraine,0.3,2.0
2021-09-08,20:45,Friendlies (M),Friendlies (M),Wed,Away,D,1,1,cz Czechia,,,Andriy Yarmolenko,3-4-3,Filip Glova,Match Report,,,,,,,0,0,2021,Ukraine,,
2021-11-11,20:30,Friendlies (M),Friendlies (M),Thu,Home,D,1,1,bg Bulgaria,,,Andriy Yarmolenko,3-4-3,Arda Kardeşler,Match Report,,,,,,,0,0,2021,Ukraine,,
2020-09-03,21:45,UEFA Nations League,League A,Thu,Home,W,2,1,ch Switzerland,44.0,,Andriy Pyatov,4-2-3-1,Andreas Ekberg,Match Report,,14.0,5.0,35.7,0.14,0.4,0,0,2020-2021,Ukraine,,
2020-09-06,20:45,UEFA Nations League,League A,Sun,Away,L,0,4,es Spain,30.0,,Andriy Pyatov,4-2-3-1,Benoît Bastien,Match Report,,4.0,2.0,50.0,0.0,0.0,0,0,2020-2021,Ukraine,,
2020-10-10,21:45,UEFA Nations League,League A,Sat,Home,L,1,2,de Germany,27.0,17753.0,Andriy Yarmolenko,4-2-3-1,Orel Grinfeeld,Match Report,,9.0,3.0,33.3,0.0,0.0,1,1,2020-2021,Ukraine,,
2020-10-13,21:45,UEFA Nations League,League A,Tue,Home,W,1,0,es Spain,28.0,10495.0,Andriy Yarmolenko,4-3-3,Paweł Gil,Match Report,,3.0,1.0,33.3,0.33,1.0,0,0,2020-2021,Ukraine,,
2020-11-14,20:45,UEFA Nations League,League A,Sat,Away,L,1,3,de Germany,45.0,,Andriy Pyatov,4-3-3,Ovidiu Hațegan,Match Report,,6.0,1.0,16.7,0.17,1.0,0,0,2020-2021,Ukraine,,
2018-09-06,20:45,UEFA Nations League,League B,Thu,Away,W,2,1,cz Czechia,,7974.0,Andriy Pyatov,4-4-1-1,Anthony Taylor,Match Report,,,,,,,0,0,2018-2019,Ukraine,,
2018-09-09,16:00,UEFA Nations League,League B,Sun,Home,W,1,0,sk Slovakia,,121.0,Andriy Pyatov,4-1-4-1,Tasos Sidiropoulos,Match Report,,,,,,,1,1,2018-2019,Ukraine,,
2018-10-16,21:45,UEFA Nations League,League B,Tue,Home,W,1,0,cz Czechia,,38100.0,Andriy Pyatov,4-5-1,Gediminas Mažeika,Match Report,,,,,,,0,0,2018-2019,Ukraine,,
2018-11-16,20:45,UEFA Nations League,League B,Fri,Away,L,1,4,sk Slovakia,,9764.0,Yevhen Konoplyanka,4-3-1-2,Miloš Bošković,Match Report,,,,,,,0,0,2018-2019,Ukraine,,
2016-09-05,21:45,WCQ,First round,Mon,Home,D,1,1,is Iceland,,,Oleksandr Kucher,4-2-2-2,Clément Turpin,Match Report,,,,,,,0,1,2018,Ukraine,,
2016-10-06,21:45,WCQ,First round,Thu,Away,D,2,2,tr Türkiye,,36714.0,Oleksandr Kucher,4-1-4-1,Manuel Gräfe,Match Report,,,,,,,1,1,2018,Ukraine,,
2016-10-09,18:00,WCQ,First round,Sun,Home,W,3,0,xk Kosovo,,999.0,Oleksandr Kucher,4-4-2,Kevin Blom,Match Report,,,,,,,0,0,2018,Ukraine,,
2016-11-12,22:45,WCQ,First round,Sat,Home,W,1,0,fi Finland,,26482.0,Oleksandr Kucher,4-5-1,Jorge de Sousa,Match Report,,,,,,,0,0,2018,Ukraine,,
2017-03-24,20:45,WCQ,First round,Fri,Away,L,0,1,hr Croatia,,27351.0,Ruslan Rotan,4-4-1-1,Antonio Matéu Lahoz,Match Report,,,,,,,0,0,2018,Ukraine,,
2017-06-11,19:00,WCQ,First round,Sun,Away,W,2,1,fi Finland,,8723.0,Andriy Pyatov,4-4-1-1,Alon Yefet,Match Report,,,,,,,0,0,2018,Ukraine,,
2017-09-02,21:45,WCQ,First round,Sat,Home,W,2,0,tr Türkiye,,36769.0,Ruslan Rotan,4-1-4-1,David Fernández,Match Report,,,,,,,0,0,2018,Ukraine,,
2017-09-05,18:45,WCQ,First round,Tue,Away,L,0,2,is Iceland,,9769.0,Andriy Pyatov,4-2-3-1,William Collum,Match Report,,,,,,,0,0,2018,Ukraine,,
2017-10-06,20:45,WCQ,First round,Fri,Away,W,2,0,xk Kosovo,,1261.0,Ruslan Rotan,4-2-3-1,Craig Pawson,Match Report,,,,,,,0,0,2018,Ukraine,,
2017-10-09,21:45,WCQ,First round,Mon,Home,L,0,2,hr Croatia,,60200.0,Ruslan Rotan,4-4-2,Felix Brych,Match Report,,,,,,,0,0,2018,Ukraine,,
2018-03-23,20:00,Friendlies (M),Friendlies (M),Fri,Away,D,1,1,sa Saudi Arabia,,450.0,Yevhen Konoplyanka,4-1-4-1,Alberto Undiano,Match Report,,,,,,,0,0,2018,Ukraine,,
2018-03-27,14:20,Friendlies (M),Friendlies (M),Tue,Away,W,2,1,jp Japan,,2529.0,Andriy Pyatov,4-1-4-1,Bart Vertenten,Match Report,,,,,,,0,0,2018,Ukraine,,
2018-05-31,20:00,Friendlies (M),Friendlies (M),Thu,Away,D,0,0,ma Morocco,,,Andriy Pyatov,4-1-4-1,Sandro Schärer,Match Report,,,,,,,0,0,2018,Ukraine,,
2018-06-03,16:00,Friendlies (M),Friendlies (M),Sun,Away,W,4,1,al Albania,,1500.0,Andriy Yarmolenko,4-3-3,François Letexier,Match Report,,,,,,,0,0,2018,Ukraine,,
2018-10-10,20:45,Friendlies (M),Friendlies (M),Wed,Away,D,1,1,it Italy,,12000.0,Andriy Pyatov,4-1-4-1,Rade Obrenović,Match Report,,,,,,,0,0,2018,Ukraine,,
2018-11-20,20:30,Friendlies (M),Friendlies (M),Tue,Away,D,0,0,tr Türkiye,,,Yevhen Konoplyanka,4-3-3,Genc Nuza,Match Report,,,,,,,0,0,2018,Ukraine,,
2017-06-06,19:00,Friendlies (M),Friendlies (M),Tue,Home,L,0,1,mt Malta,,,Oleksandr Kucher,4-2-3-1,Alexander Harkam,Match Report,,,,,,,0,0,2017,Ukraine,,
2017-11-10,20:00,Friendlies (M),Friendlies (M),Fri,Home,W,2,1,sk Slovakia,,,Ruslan Rotan,,Andris Treimanis,Match Report,,,,,,,0,0,2017,Ukraine,,
2014-09-08,21:45,UEFA Euro Qualifying,Group stage,Mon,Home,L,0,1,sk Slovakia,55.0,42000.0,Oleksandr Kucher,4-4-1-1,Craig Thomson,Match Report,,21.0,2.0,9.5,0.0,0.0,0,0,2016,Ukraine,,
2014-10-09,21:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,2,0,by Belarus,61.0,10500.0,Ruslan Rotan,4-3-3,Pol van Boekel,Match Report,,6.0,1.0,16.7,0.17,1.0,0,0,2016,Ukraine,,
2014-10-12,19:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,1,0,mk N. Macedonia,62.0,33900.0,Ruslan Rotan,4-3-3,Sébastien Delferière,Match Report,,20.0,4.0,20.0,0.05,0.25,0,0,2016,Ukraine,,
2014-11-15,18:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,3,0,lu Luxembourg,58.0,4379.0,Anatoliy Tymoshchuk,4-4-2,Kristinn Jakobsson,Match Report,,17.0,6.0,35.3,0.18,0.5,0,0,2016,Ukraine,,
2015-03-27,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,L,0,1,es Spain,36.0,28000.0,Anatoliy Tymoshchuk,4-2-3-1,Cüneyt Çakιr,Match Report,,9.0,2.0,22.2,0.0,0.0,0,0,2016,Ukraine,,
2015-06-14,19:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,3,0,lu Luxembourg,67.0,21635.0,Ruslan Rotan,4-1-4-1,Arnold Hunter,Match Report,,16.0,6.0,37.5,0.19,0.5,0,0,2016,Ukraine,,
2015-09-05,19:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,3,1,by Belarus,52.0,32648.0,Ruslan Rotan,4-4-1-1,Liran Liany,Match Report,,22.0,9.0,40.9,0.09,0.22,1,1,2016,Ukraine,,
2015-09-08,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,D,0,0,sk Slovakia,58.0,10648.0,Ruslan Rotan,4-4-1-1,Martin Atkinson,Match Report,,9.0,1.0,11.1,0.0,0.0,0,0,2016,Ukraine,,
2015-10-09,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,2,0,mk N. Macedonia,70.0,4821.0,Ruslan Rotan,4-3-2-1,Ovidiu Hațegan,Match Report,,16.0,7.0,43.8,0.06,0.14,1,1,2016,Ukraine,,
2015-10-12,21:45,UEFA Euro Qualifying,Group stage,Mon,Home,L,0,1,es Spain,39.0,61248.0,Ruslan Rotan,4-2-3-1,Milorad Mažić,Match Report,,28.0,10.0,35.7,0.0,0.0,0,0,2016,Ukraine,,
2015-11-14,19:00,UEFA Euro Qualifying,Play-off Round,Sat,Home,W,2,0,si Slovenia,55.0,35437.0,Yevhen Konoplyanka,,Jonas Eriksson,Match Report,Leg 1 of 2,15.0,6.0,40.0,0.13,0.33,0,0,2016,Ukraine,,
2015-11-17,20:45,UEFA Euro Qualifying,Play-off Round,Tue,Away,D,1,1,si Slovenia,46.0,12702.0,Yevhen Konoplyanka,,Cüneyt Çakιr,Match Report,Leg 2 of 2; Ukraine won,14.0,7.0,50.0,0.07,0.14,0,0,2016,Ukraine,,
2016-03-24,22:00,Friendlies (M),Friendlies (M),Thu,Home,W,1,0,cy Cyprus,,21300.0,,,Orel Grinfeeld,Match Report,,,,,,,0,0,2016,Ukraine,,
2016-03-28,21:00,Friendlies (M),Friendlies (M),Mon,Home,W,1,0,wls Wales,,20000.0,,,Serdar Gözübüyük,Match Report,,,,,,,0,0,2016,Ukraine,,
2016-05-29,19:30,Friendlies (M),Friendlies (M),Sun,Away,W,4,3,ro Romania,,12000.0,,,Davide Massa,Match Report,,,,,,,0,0,2016,Ukraine,,
